owner,repo,full_name,url,description,private,archived,disabled,license,default_branch,language,size_kb,stars,forks,watchers,open_issues,created_at,updated_at,pushed_at,topics,priority_score,verdict,audit_note
ruvnet,agileagents,ruvnet/agileagents,https://github.com/ruvnet/agileagents,"Agile Agents (A2) is an open-source framework for the creation and deployment of serverless intelligent agents using public and private container repositories. The framework supports serverless Ai Agent deployments to AWS, Azure, and GCP, with optional configurations for Azure and GCP",false,false,false,Apache-2.0,main,Python,164,34,12,34,0,2024-05-17T19:30:21Z,2026-02-20T22:53:27Z,2024-06-27T15:14:34Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,SAFLA,ruvnet/SAFLA,https://github.com/ruvnet/SAFLA,Self-Aware Feedback Loop Algorithm (python),false,false,false,MIT,main,Python,2076,134,44,134,0,2025-05-31T17:45:42Z,2026-02-20T22:53:22Z,2025-06-24T16:34:34Z,,58,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-robotics,ruvnet/agentic-robotics,https://github.com/ruvnet/agentic-robotics,"The goal of this project is to create a modular Agentic Python framework for robotics that can be used to develop specific robotic applications for various types of robots, IoT, and physical devices. The initial focus will be on the hospitality sector, with a longer-term focus on transitioning to consumer usage such as household tasks.",false,false,false,MIT,main,TypeScript,180380,13,3,13,0,2024-07-24T17:45:10Z,2026-02-20T22:51:45Z,2025-11-18T18:05:33Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,FACT,ruvnet/FACT,https://github.com/ruvnet/FACT,"FACT – Fast Augmented Context Tools: FACT is a lean retrieval pattern that skips vector search. We cache every static token inside Claude Sonnet‑4 and fetch live facts only through authenticated tools hosted on Arcade.dev. The result is deterministic answers, fresh data, and sub‑100 ms latency.",false,false,false,MIT,main,Python,7792,135,34,135,2,2025-05-23T12:19:07Z,2026-02-20T22:48:37Z,2025-08-01T16:38:54Z,,58,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-voice,ruvnet/agentic-voice,https://github.com/ruvnet/agentic-voice,"Agentic Chat App is an advanced AI-powered chat application designed for seamless real-time communication and intelligent responses. Built with Next.js, OpenAI, and Exa API, it leverages cutting-edge technologies to enhance user interactions and provide contextual, relevant information dynamically.",false,false,false,MIT,main,TypeScript,6623,108,30,108,1,2024-06-05T15:38:01Z,2026-02-20T21:58:34Z,2024-07-15T15:26:01Z,,50,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,QuDAG,ruvnet/QuDAG,https://github.com/ruvnet/QuDAG,QuDAG Protocol (Quantum-Resistant DAG-Based Anonymous Communication System) - Claude Code implementation of a Test-Driven Development Implementation Plan for QuDAG Protocol with Claude Code,false,false,false,MIT,main,Rust,12311,141,44,141,3,2025-06-16T02:29:03Z,2026-02-20T20:29:31Z,2026-01-14T15:10:19Z,,60,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ruv-FANN,ruvnet/ruv-FANN,https://github.com/ruvnet/ruv-FANN,"A blazing-fast, memory-safe neural network library for Rust that brings the power of FANN to the modern world.",false,false,false,MIT,main,Rust,173196,308,88,308,35,2025-06-26T20:38:15Z,2026-02-20T20:29:25Z,2026-02-09T17:58:18Z,,63,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,rUv-Enterprise-AI-Guide,ruvnet/rUv-Enterprise-AI-Guide,https://github.com/ruvnet/rUv-Enterprise-AI-Guide,The rUv Enterprise AI Guide is a comprehensive resource designed to assist Chief Information Officers (CIOs) and technology leaders in navigating the complexities of AI integration within large enterprises.,false,false,false,MIT,main,,4254,82,15,82,2,2024-05-03T13:29:14Z,2026-02-20T12:33:57Z,2024-05-03T18:54:22Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,codecraft,ruvnet/codecraft,https://github.com/ruvnet/codecraft,"CodeCraft is a powerful command-line interface (CLI) tool that simplifies the installation and configuration of OpenDevin, an AI-driven coding assistant. With CodeCraft, you can easily set up and customize your OpenDevin environment, enabling you to leverage the power of AI to enhance your software development workflow.",false,false,false,MIT,main,Shell,16,9,1,9,0,2024-05-26T18:23:46Z,2026-02-20T12:32:42Z,2024-05-26T20:10:41Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Ai-Code-Generator-,ruvnet/Ai-Code-Generator-,https://github.com/ruvnet/Ai-Code-Generator-,Automated Code Generation and Testing with OpenAI Codex and GitHub Integration built in Rust,false,false,false,,main,Rust,1049,10,1,10,0,2023-03-21T01:12:57Z,2026-02-20T02:04:03Z,2023-03-21T19:37:07Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Bot-Generator-Bot,ruvnet/Bot-Generator-Bot,https://github.com/ruvnet/Bot-Generator-Bot,The ultimate bot generator bot prompt. Use this prompt to create powerful ChatGPT bots for anything you can imagine.,false,false,false,,main,Nix,93,552,119,552,3,2023-04-02T21:45:02Z,2026-02-20T02:02:47Z,2023-04-29T20:38:56Z,,39,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Synaptic-Mesh,ruvnet/Synaptic-Mesh,https://github.com/ruvnet/Synaptic-Mesh,"Synaptic Neural Mesh: a self-evolving, peer to peer neural fabric where every element is an agent, learning and communicating across a globally coordinated DAG substrate.",false,false,false,MIT,main,Rust,29229,58,16,58,12,2025-07-13T01:31:00Z,2026-02-20T01:59:28Z,2025-07-14T01:58:21Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,midstream,ruvnet/midstream,https://github.com/ruvnet/midstream,"MidStream is a powerful platform that makes AI conversations smarter and more responsive. Instead of waiting for an AI to finish speaking before understanding what it's saying, MidStream analyzes responses as they stream in real-time—enabling instant insights, pattern detection, and intelligent decision-making.",false,false,false,Apache-2.0,main,Rust,6510,61,18,61,2,2025-01-06T22:50:15Z,2026-02-20T01:56:21Z,2026-01-27T15:59:36Z,,59,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,supa-ruv,ruvnet/supa-ruv,https://github.com/ruvnet/supa-ruv,Everything you need to use Supabase + Ai,false,false,false,MIT,main,Shell,25,11,4,11,0,2024-05-24T19:04:29Z,2026-02-19T17:59:30Z,2024-05-24T21:07:50Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,phone-agent,ruvnet/phone-agent,https://github.com/ruvnet/phone-agent,"This implementation creates a Cloudflare Worker that receives emails via Resend, parses calendar invites, and schedules a Bland.ai agent to join conference calls. The worker handles the entire process automatically, from receiving the email to scheduling the AI agent with specific instructions",false,false,false,Apache-2.0,main,TypeScript,907,14,4,14,0,2025-03-31T14:11:11Z,2026-02-19T04:17:54Z,2025-04-04T16:11:29Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,pygentic,ruvnet/pygentic,https://github.com/ruvnet/pygentic,Pygentic is an innovative system designed to enhance the capabilities of AI assistants by providing a flexible and standardized API.,false,false,false,Apache-2.0,main,Python,75,20,5,20,0,2024-05-25T18:22:19Z,2026-02-18T16:13:41Z,2024-06-01T17:43:00Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ultrasonic,ruvnet/ultrasonic,https://github.com/ruvnet/ultrasonic,A comprehensive steganography framework for embedding and extracting agentic commands in audio and video media using ultrasonic frequencies. This project provides tools for covert communication and command transmission through multimedia channels.,false,false,false,MIT,main,TypeScript,679,51,20,51,0,2025-06-09T03:00:35Z,2026-02-18T11:06:30Z,2025-06-09T04:26:31Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,flow-nexus,ruvnet/flow-nexus,https://github.com/ruvnet/flow-nexus,"Flow Nexus is the first competitive agentic platform built entirely on MCP. Deploy autonomous AI swarms, train   neural networks, and compete in coding challenges while earning rUv credits. Transform agentic engineering mastery into lived experience through gamified cloud development where agents spawn agents and systems improve themselves",false,false,false,,main,JavaScript,538,73,24,73,16,2025-08-25T17:16:01Z,2026-02-18T00:10:42Z,2025-09-10T22:44:36Z,agentic;agentic-workflow;ai;ai-agents;neural-networks;swarm-intelligence,40,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,daa,ruvnet/daa,https://github.com/ruvnet/daa,Decentralized Autonomous Applications (DAAs).  Building the Future with Self-Managing Applications.,false,false,false,,main,Rust,11948,218,37,218,1,2023-03-09T22:54:05Z,2026-02-17T06:16:21Z,2025-11-11T15:30:49Z,,44,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,rUv-dev,ruvnet/rUv-dev,https://github.com/ruvnet/rUv-dev,Ai power Dev using the rUv approach,false,false,false,MIT,main,JavaScript,795,423,79,423,7,2024-04-04T18:07:24Z,2026-02-14T19:30:03Z,2025-05-27T15:58:50Z,,58,pilot,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,sublinear-time-solver,ruvnet/sublinear-time-solver,https://github.com/ruvnet/sublinear-time-solver,"Rust + WASM sublinear-time solver for asymmetric diagonally dominant systems. Exposes Neumann series, push, and hybrid random-walk algorithms with npm/npx CLI and Flow-Nexus HTTP streaming for swarm cost propagation and verification.",false,false,false,MIT,main,Rust,73328,57,28,57,0,2025-09-19T19:10:19Z,2026-02-13T18:52:46Z,2025-10-07T16:20:00Z,asymmetric-matrices;conjugate-gradient-method;diagonally-dominant;distributed-solvers;edge-computing-algorithms;graph-laplacian;iterative-solvers;mcp-tools;model-context-protocol;network-flow-optimization;neumann-series;numerical-linear-algebra;pagerank-algorithm;rust-wasm;scientific-computing;sparse-linear-solver;sparse-matrix-computation;sublinear-algorithms;temporal-computing,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,chatgpt-dev-mode,ruvnet/chatgpt-dev-mode,https://github.com/ruvnet/chatgpt-dev-mode,"Scaffold and launch ChatGPT Developer Mode MCP servers in minutes. Runs via npx, generates OAuth or non-OAuth servers, required search/fetch tools, and JSON-RPC handlers. Built-ins: PKCE OAuth, Supabase auth, Fly.io deploy, dev scripts, tests, sample tools (search, fetch, analyze, generate). Production-ready defaults, clear docs. TypeScript-first.!",false,false,false,MIT,main,,18,20,6,20,8,2025-09-13T23:10:53Z,2026-02-13T18:52:44Z,2025-09-13T23:11:14Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,yyz-agentics-june,ruvnet/yyz-agentics-june,https://github.com/ruvnet/yyz-agentics-june,AI-Powered Neural Network Libraries built with Claude-Flow Swarm Orchestration. Live demo from Agentics   Foundation meetup in Toronto - showcasing how 10 specialized AI agents built production-ready neural network   frameworks worth $882K+ in a single session.,false,false,false,MIT,main,Python,147,28,13,28,2,2025-06-25T16:25:57Z,2026-02-13T18:51:34Z,2025-06-25T16:46:04Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,dreamfactory,ruvnet/dreamfactory,https://github.com/ruvnet/dreamfactory,"DreamFactory API Generation Platform - API Wrapper for SQL Server, Snowflake, MySQL, and more!",false,false,false,Apache-2.0,master,,38846,9,2,9,0,2025-06-18T22:50:31Z,2026-02-13T18:51:27Z,2025-06-19T04:09:30Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,claude-test,ruvnet/claude-test,https://github.com/ruvnet/claude-test,test,false,false,false,MIT,main,Shell,197361,12,13,12,1,2025-06-12T12:08:16Z,2026-02-13T18:51:23Z,2025-06-24T21:06:29Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,GenAI-Superstream,ruvnet/GenAI-Superstream,https://github.com/ruvnet/GenAI-Superstream,Agentic Engineering for Data Analysis,false,false,false,MIT,main,Python,431,51,18,51,0,2025-05-21T17:03:59Z,2026-02-13T18:51:04Z,2025-05-22T20:33:47Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,paris,ruvnet/paris,https://github.com/ruvnet/paris,PARIS (Perpetual Adaptive Regenerative Intelligence System) is a conceptual model for building and managing effective AI and Language Model (LLM) systems that emphasizes the importance of perpetual feedback loops.,false,false,false,MIT,main,Python,33,28,6,28,0,2023-03-30T20:09:16Z,2026-02-13T18:46:07Z,2023-03-30T20:47:53Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,VIVIAN,ruvnet/VIVIAN,https://github.com/ruvnet/VIVIAN,VIVIAN: Vector Index Virtual Infrastructure for Autonomous Networks,false,false,false,MIT,main,Rust,241,41,10,41,0,2023-03-31T20:52:56Z,2026-02-13T18:46:07Z,2023-04-02T05:46:28Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,AiToml,ruvnet/AiToml,https://github.com/ruvnet/AiToml,"AI-TOML Workflow Specification (aiTWS), a comprehensive and flexible specification for defining arbitrary Ai centric workflows.",false,false,false,,main,Rust,12,64,12,64,1,2023-03-21T02:31:55Z,2026-02-13T18:46:02Z,2023-03-21T05:20:18Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,promptlang,ruvnet/promptlang,https://github.com/ruvnet/promptlang,A Prompt based programming language for prompts and AI interactions. Simple and human-readable syntax for easy integration with APIs and data.,false,false,false,,main,,40,127,15,127,0,2023-03-18T15:45:21Z,2026-02-13T18:46:00Z,2023-12-12T21:37:43Z,,36,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,code-mesh,ruvnet/code-mesh,https://github.com/ruvnet/code-mesh,Code Mesh,false,false,false,MIT,main,Rust,4130,33,10,33,20,2025-07-16T00:02:39Z,2026-02-13T12:00:16Z,2025-10-27T04:43:52Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,tariffic,ruvnet/tariffic,https://github.com/ruvnet/tariffic,,false,false,false,,main,TypeScript,615,2,0,2,0,2025-02-02T20:58:35Z,2026-02-13T12:00:11Z,2025-04-07T17:31:36Z,,40,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,fireflies-webook,ruvnet/fireflies-webook,https://github.com/ruvnet/fireflies-webook,Webhook endpoint for Fireflies transcripts with intent detection,false,false,false,MIT,main,TypeScript,201,18,5,18,1,2024-10-11T19:16:57Z,2026-02-13T12:00:09Z,2024-11-01T17:14:11Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-capacity-exchange,ruvnet/agentic-capacity-exchange,https://github.com/ruvnet/agentic-capacity-exchange,A decentralized GPU marketplace platform,false,false,false,Apache-2.0,main,Python,66,8,2,8,0,2024-06-08T21:42:10Z,2026-02-13T12:00:07Z,2024-06-08T21:54:11Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Swagger-ChatGPT-Plugin-Creator,ruvnet/Swagger-ChatGPT-Plugin-Creator,https://github.com/ruvnet/Swagger-ChatGPT-Plugin-Creator,ChatGPT Plugin Creator is an open-source project that helps you convert Swagger specifications into ChatGPT plugins,false,false,false,MIT,main,HTML,108,41,13,41,2,2023-03-28T19:10:18Z,2026-02-13T11:59:57Z,2023-04-06T22:20:23Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,vsc-remote-mcp,ruvnet/vsc-remote-mcp,https://github.com/ruvnet/vsc-remote-mcp,,false,false,false,MIT,main,JavaScript,1002,13,11,13,0,2025-04-25T18:21:50Z,2026-02-12T20:02:36Z,2025-04-27T15:50:10Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Agent-Name-Service,ruvnet/Agent-Name-Service,https://github.com/ruvnet/Agent-Name-Service,"Agent Name Service (ANS) Protocol, introduced by the OWASP GenAI Security Project, is a foundational framework designed to facilitate secure discovery and interaction among AI agents.",false,false,false,MIT,main,TypeScript,482,55,16,55,0,2025-05-15T17:45:15Z,2026-02-11T05:27:20Z,2025-05-16T12:34:26Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,auto-browser,ruvnet/auto-browser,https://github.com/ruvnet/auto-browser,A command-line tool for configurable web automation with AI-assisted template creation.,false,false,false,MIT,main,Python,7213,75,17,75,0,2025-01-20T15:22:42Z,2026-02-10T18:50:14Z,2025-01-24T16:39:47Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,drupaljs,ruvnet/drupaljs,https://github.com/ruvnet/drupaljs,,false,false,false,,main,JavaScript,1323,36,5,36,1,2024-09-14T22:23:24Z,2026-02-10T11:15:29Z,2024-09-16T20:36:57Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ruv-code,ruvnet/ruv-code,https://github.com/ruvnet/ruv-code,a fork of a fork,false,false,false,Apache-2.0,main,TypeScript,83070,12,3,12,0,2025-05-12T17:09:26Z,2026-02-09T13:28:55Z,2025-05-14T15:23:53Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,hello_world_agent,ruvnet/hello_world_agent,https://github.com/ruvnet/hello_world_agent,A simple demonstration agent using the ReACT methodology for analyzing and executing tasks.,false,false,false,MIT,main,TypeScript,176,99,29,99,0,2025-02-16T21:43:45Z,2026-02-09T06:13:46Z,2025-03-08T23:19:24Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,chatgpt-openai-api-plugin,ruvnet/chatgpt-openai-api-plugin,https://github.com/ruvnet/chatgpt-openai-api-plugin,"A powerful ChatGPT plugin that integrates with the OpenAI API, enabling creative text generation, conversational AI, model fine-tuning, and more. Enhance ChatGPT's capabilities with seamless access to OpenAI's language models.",false,false,false,MIT,main,Python,173,146,24,146,1,2023-04-22T17:33:13Z,2026-02-08T03:48:28Z,2023-05-02T01:48:25Z,,50,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,ruvbot,ruvnet/ruvbot,https://github.com/ruvnet/ruvbot,"ruvBot is an innovative tool designed to assist users in navigating and understanding the professional journey and achievements of Reuven Cohen. It utilizes advanced AI to answer questions and provide insights, making it a valuable resource for anyone interested in Reuven's career.",false,false,false,,main,TypeScript,20139,36,12,36,0,2023-12-06T21:34:32Z,2026-02-07T20:26:27Z,2023-12-06T23:52:16Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-security,ruvnet/agentic-security,https://github.com/ruvnet/agentic-security,,false,false,false,MIT,main,Python,29273,24,12,24,0,2024-11-02T23:31:08Z,2026-02-07T16:48:47Z,2025-11-14T14:35:05Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-employment,ruvnet/agentic-employment,https://github.com/ruvnet/agentic-employment,The first platform designed to empower organizations by automating and enhancing their employment processes through advanced autonomous agents.,false,false,false,Apache-2.0,main,Python,229,48,10,48,1,2024-05-13T21:30:09Z,2026-02-07T03:07:29Z,2024-06-26T23:03:47Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,dynamo-mcp,ruvnet/dynamo-mcp,https://github.com/ruvnet/dynamo-mcp,A dyamic MCP Registry using Cookiecutter templates,false,false,false,MIT,main,Python,14769,41,8,41,1,2025-04-25T21:27:28Z,2026-02-07T02:53:34Z,2025-04-26T15:17:36Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,federated-mcp,ruvnet/federated-mcp,https://github.com/ruvnet/federated-mcp,"This implementation follows the official MCP specification, including proper message framing, transport layer implementation, and complete protocol lifecycle management. It provides a foundation for building federated MCP systems that can scale across multiple servers while maintaining security and standardization requirements.",false,false,false,MIT,main,TypeScript,199,57,10,57,0,2024-11-26T14:45:53Z,2026-02-06T13:10:52Z,2024-11-26T22:11:23Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,agentic-search,ruvnet/agentic-search,https://github.com/ruvnet/agentic-search,An Agentic Github Copilot Extension,false,false,false,MIT,main,JavaScript,299,37,15,37,0,2024-10-04T20:23:13Z,2026-02-02T12:10:04Z,2025-05-20T19:11:52Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,inflight,ruvnet/inflight,https://github.com/ruvnet/inflight,,false,false,false,MIT,main,Python,158,41,11,41,0,2025-01-07T15:06:48Z,2026-02-01T08:28:33Z,2025-01-09T17:33:12Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,nova,ruvnet/nova,https://github.com/ruvnet/nova,NOVA is a knowledge distillation system that extracts domain-specific knowledge and trains compact models while maintaining high performance.,false,false,false,MIT,main,Python,99,26,12,26,0,2025-01-30T16:45:20Z,2026-02-01T08:26:29Z,2025-01-31T02:54:40Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,aido,ruvnet/aido,https://github.com/ruvnet/aido,"AI-Driven Decentralized Organization (AIDO) using Supabase and LangChain.js. It includes all necessary files, configurations, tests, and deployment components to get started. Feel free to extend and customize the system based on your specific requirements.",false,false,false,MIT,main,TypeScript,193,27,16,27,1,2024-11-15T15:09:15Z,2026-01-28T20:13:19Z,2024-11-15T19:24:58Z,,46,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,chatgpt_plugin_python,ruvnet/chatgpt_plugin_python,https://github.com/ruvnet/chatgpt_plugin_python,A simple To-do ChatGPT Plugin using python and deployed on replit.,false,false,false,,main,Python,36902,93,16,93,0,2023-03-23T19:49:20Z,2026-01-28T18:07:07Z,2023-03-23T20:10:05Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,open-claude-code,ruvnet/open-claude-code,https://github.com/ruvnet/open-claude-code,"MIPROv3 is an advanced prompt optimization framework for DSPy, enhancing efficiency, adaptability, and convergence using parallel execution, Bayesian optimization, and evolutionary strategies to optimize RAG, multi-agent collaboration, and instruction tuning.",false,false,false,MIT,main,JavaScript,26659,22,9,22,0,2025-02-24T20:52:35Z,2026-01-28T01:34:48Z,2025-02-24T23:55:21Z,,54,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,guardrail,ruvnet/guardrail,https://github.com/ruvnet/guardrail,"GuardRail: Advanced tool for data analysis and AI content generation using OpenAI GPT models. Features sentiment analysis, content classification, trend analysis, and tailored GPT model usage. Ideal for content moderation, customer support, and market research.",false,false,false,MIT,main,Python,1156,140,23,140,0,2023-12-03T21:33:39Z,2026-01-27T02:33:19Z,2023-12-12T21:20:27Z,,50,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,onnx-agent,ruvnet/onnx-agent,https://github.com/ruvnet/onnx-agent,"A complete set of requirements—covering UX, CLI, and code—that builds on the previous pipeline for training and optimizing ONNX models with test‑time compute methods using DSPy. This document specifies user stories, command‐line interface arguments, and sample code snippets to guide implementation.",false,false,false,,main,Python,627,12,2,12,0,2025-02-23T16:43:08Z,2026-01-26T07:14:23Z,2025-02-24T02:34:24Z,,40,reference,heuristic org-wide scan; deep manual validation required before adoption
ruvnet,Surfer,ruvnet/Surfer,https://github.com/ruvnet/Surfer,ChatGPT Web Surfer Plugin,false,false,false,,main,Python,64583,86,21,86,4,2023-04-13T04:32:07Z,2026-01-23T13:52:39Z,2023-04-23T17:25:09Z,,32,watchlist_or_avoid,heuristic org-wide scan; deep manual validation required before adoption
